Ortschaftsname;PLZ4;Zusatzziffer;ZIP_ID;Gemeindename;BFS-Nr;Kantonskürzel;Adressenanteil;E;N;Sprache;Validity
Mühlethal;4812;00;2862;Uerkheim;4286;AG;2.689 %;7.984923666254881;47.30363155986613;de;2008-07-01
Uerkheim;4813;00;2863;Uerkheim;4286;AG;98.642 %;8.021643878590133;47.30355091394067;de;2008-07-01
Uerkheim;4813;00;2863;Kölliken;4276;AG;1.261 %;8.01405675345638;47.31365402041107;de;2008-07-01
Uerkheim;4813;00;2863;Bottenwil;4273;AG;0.097 %;8.001799486620099;47.29638171279897;de;2008-07-01
Bottenwil;4814;00;2864;Bottenwil;4273;AG;94.096 %;8.00594370094536;47.2857296704457;de;2008-07-01
Bottenwil;4814;00;2864;Zofingen;4289;AG;5.904 %;7.988565788534816;47.2800619905915;de;2008-07-01
Rothrist;4852;00;2865;Rothrist;4282;AG;99.745 %;7.885495537465224;47.303303559575006;de;2008-07-01
Rothrist;4852;00;2865;Vordemwald;4287;AG;0.255 %;7.905002521019403;47.294546635585085;de;2008-07-01
Murgenthal;4853;00;2866;Murgenthal;4279;AG;100 %;7.838258964160978;47.269189187070495;de;2008-07-01
Riken AG;4853;02;2870;Murgenthal;4279;AG;100 %;7.85105970409781;47.27378541016897;de;2008-07-01
Glashütten;4856;00;2869;Murgenthal;4279;AG;100 %;7.839955849812669;47.259343141413034;de;2008-07-01
Langenthal;4900;00;2871;Langenthal;329;BE;100 %;7.784611351359467;47.21250695030606;de;2008-07-01
Schwarzhäusern;4911;00;2877;Schwarzhäusern;341;BE;100 %;7.766757510452588;47.25236065118662;de;2008-07-01
Aarwangen;4912;00;2878;Aarwangen;321;BE;99.566 %;7.7745501027894495;47.237380096262754;de;2008-07-01
Aarwangen;4912;00;2878;Bannwil;323;BE;0.434 %;7.755322147985324;47.24647409280823;de;2008-07-01
Bannwil;4913;00;2880;Bannwil;323;BE;100 %;7.734956978187116;47.23984509883119;de;2008-07-01
Roggwil BE;4914;00;2881;Roggwil (BE);337;BE;99.678 %;7.820612685354357;47.24075377912261;de;2008-07-01
Roggwil BE;4914;00;2881;Murgenthal;4279;AG;0.322 %;7.8310170526938006;47.24212204815351;de;2008-07-01
St. Urban;4915;00;2882;Pfaffnau;1139;LU;96.825 %;7.8433709611254905;47.22874918809112;de;2008-07-01
St. Urban;4915;00;2882;Murgenthal;4279;AG;3.175 %;7.857690218736532;47.23450867065365;de;2008-07-01
Untersteckholz;4916;00;2883;Langenthal;329;BE;100 %;7.84396217689191;47.205875753749226;de;2008-07-01
Melchnau;4917;00;2884;Melchnau;333;BE;100 %;7.8511671914869545;47.181489841812464;de;2008-07-01
Busswil b. Melchnau;4917;02;2885;Busswil bei Melchnau;325;BE;100 %;7.829663554644121;47.18521670257279;de;2008-07-01
Reisiswil;4919;00;2888;Reisiswil;336;BE;98.773 %;7.842773500916294;47.16360178767335;de;2008-07-01
Reisiswil;4919;00;2888;Madiswil;332;BE;1.227 %;7.832591049720811;47.159886180181765;de;2008-07-01
Bützberg;4922;00;2889;Thunstetten;342;BE;96.561 %;7.745608113411708;47.2155585725036;de;2008-07-01
Bützberg;4922;00;2889;Aarwangen;321;BE;3.439 %;7.738655161099312;47.22336627768256;de;2008-07-01
Thunstetten;4922;02;6165;Thunstetten;342;BE;100 %;7.756687981010897;47.202890951994654;de;2008-07-01
Wynau;4923;00;2890;Wynau;345;BE;100 %;7.816862385393763;47.257667152007656;de;2008-07-01
Obersteckholz;4924;00;2891;Langenthal;329;BE;100 %;7.822753775080334;47.20046815978774;de;2008-07-01
Lotzwil;4932;00;2893;Lotzwil;331;BE;100 %;7.7914111642329145;47.190692003041406;de;2008-07-01
Gutenburg;4932;02;5896;Madiswil;332;BE;100 %;7.795633704588867;47.18080269706226;de;2008-07-01
Rütschelen;4933;00;2894;Rütschelen;340;BE;100 %;7.775160485162179;47.17479275720657;de;2008-07-01
Madiswil;4934;00;2895;Madiswil;332;BE;100 %;7.801525966301292;47.16449462622192;de;2008-07-01
Leimiswil;4935;00;2896;Madiswil;332;BE;100 %;7.767028641736917;47.1522661047598;de;2008-07-01
Kleindietwil;4936;00;2898;Madiswil;332;BE;96.725 %;7.790948229935572;47.14436091109647;de;2008-07-01
Kleindietwil;4936;00;2898;Ursenbach;344;BE;3.275 %;7.780713909404111;47.148001162500854;de;2008-07-01
Ursenbach;4937;00;2899;Ursenbach;344;BE;100 %;7.7716338098773186;47.13581921447431;de;2008-07-01
Rohrbach;4938;00;2900;Rohrbach;338;BE;95.742 %;7.816492969647045;47.136121564884945;de;2008-07-01
Rohrbach;4938;00;2900;Auswil;322;BE;4.258 %;7.811827386789387;47.14191151955173;de;2008-07-01
Rohrbachgraben;4938;02;2904;Rohrbachgraben;339;BE;98.442 %;7.802113430109763;47.116918644821574;de;2008-07-01
Rohrbachgraben;4938;02;2904;Huttwil;954;BE;1.246 %;7.810811794446701;47.10102945543354;de;2008-07-01
Rohrbachgraben;4938;02;2904;Walterswil (BE);959;BE;0.312 %;7.790816899892386;47.11231234268679;de;2008-07-01
Walterswil BE;4942;00;2901;Walterswil (BE);959;BE;95.989 %;7.776401797153735;47.11009778752325;de;2008-07-01
Walterswil BE;4942;00;2901;Dürrenroth;952;BE;2.674 %;7.773714306895629;47.09114420540914;de;2008-07-01
Walterswil BE;4942;00;2901;Ursenbach;344;BE;1.337 %;7.7744126742256805;47.12361328783268;de;2008-07-01
Oeschenbach;4943;00;2902;Oeschenbach;335;BE;87.712 %;7.7483134888878995;47.110329648162974;de;2008-07-01
Oeschenbach;4943;00;2902;Ursenbach;344;BE;8.475 %;7.754434083828546;47.12052229720491;de;2008-07-01
Oeschenbach;4943;00;2902;Seeberg;988;BE;2.542 %;7.728159655814026;47.11358426008365;de;2008-07-01
Oeschenbach;4943;00;2902;Walterswil (BE);959;BE;1.271 %;7.74854990308968;47.09878846903319;de;2008-07-01
Auswil;4944;00;2903;Auswil;322;BE;100 %;7.8333226215379375;47.13566035089801;de;2008-07-01
Huttwil;4950;00;2905;Huttwil;954;BE;99.957 %;7.848313401700383;47.113660250824786;de;2008-07-01
Huttwil;4950;00;2905;Eriswil;953;BE;0.043 %;7.852755567573693;47.09091550829918;de;2008-07-01
Eriswil;4952;00;2906;Eriswil;953;BE;97.711 %;7.853111177854181;47.078058697795534;de;2008-07-01
Eriswil;4952;00;2906;Huttwil;954;BE;1.249 %;7.8734804864392185;47.08934427896446;de;2008-07-01
Eriswil;4952;00;2906;Luthern;1135;LU;0.312 %;7.876653813219632;47.05214648388449;de;2008-07-01
Eriswil;4952;00;2906;Ufhusen;1145;LU;0.208 %;7.880721481092551;47.085826592634604;de;2008-07-01
Eriswil;4952;00;2906;Sumiswald;957;BE;0.52 %;7.86794891831563;47.04488426204194;de;2008-07-01
Schwarzenbach (Huttwil);4953;00;2907;Huttwil;954;BE;89.103 %;7.829468154214655;47.104164088001255;de;2008-07-01
Schwarzenbach (Huttwil);4953;00;2907;Wyssachen;960;BE;10.897 %;7.8168889897395895;47.09134323869644;de;2008-07-01
Wyssachen;4954;00;2908;Wyssachen;960;BE;99.665 %;7.8242013087964395;47.07703483956652;de;2008-07-01
Wyssachen;4954;00;2908;Sumiswald;957;BE;0.335 %;7.799449932855465;47.05982660875582;de;2008-07-01
Gondiswil;4955;00;2886;Gondiswil;326;BE;99.518 %;7.8714202359125;47.14253055225449;de;2008-07-01
Gondiswil;4955;00;2886;Ufhusen;1145;LU;0.482 %;7.885192452832597;47.12776218173777;de;2008-07-01
Aarau;5000;00;2913;Aarau;4001;AG;99.714 %;8.048188103550684;47.3897350291272;de;2008-07-01
Aarau;5000;00;2913;Suhr;4012;AG;0.286 %;8.059410934099922;47.383298214804334;de;2008-07-01
Aarau;5004;00;2932;Aarau;4001;AG;100 %;8.060698546432551;47.400587704180744;de;2008-07-01
Schönenwerd;5012;00;2934;Schönenwerd;2583;SO;100 %;8.005963052713891;47.373463032172616;de;2008-07-01
Wöschnau;5012;03;6058;Eppenberg-Wöschnau;2574;SO;100 %;8.026914518989612;47.38470037586734;de;2008-07-01
Eppenberg;5012;04;5980;Eppenberg-Wöschnau;2574;SO;100 %;8.024066047408663;47.37615207615584;de;2008-07-01
Niedergösgen;5013;00;2936;Niedergösgen;2495;SO;100 %;7.990938505546424;47.37252840369392;de;2008-07-01
Gretzenbach;5014;00;2937;Gretzenbach;2576;SO;100 %;7.998160031328685;47.3579045781128;de;2008-07-01
Erlinsbach SO;5015;00;2938;Erlinsbach (SO);2503;SO;100 %;8.00525694638686;47.397985400071455;de;2008-07-01
Barmelweid;5017;00;2941;Erlinsbach (AG);4005;AG;76 %;7.971568399626947;47.42162982155115;de;2008-07-01
Barmelweid;5017;00;2941;Erlinsbach (SO);2503;SO;24 %;7.966251038275016;47.418641084473215;de;2008-07-01
Erlinsbach;5018;00;7378;Erlinsbach (AG);4005;AG;100 %;8.012324965842724;47.40360805155183;de;2008-07-01
Rombach;5022;00;2942;Küttigen;4008;AG;100 %;8.047805394216267;47.404928700190226;de;2008-07-01
Biberstein;5023;00;2943;Biberstein;4002;AG;100 %;8.083073792740956;47.41485633259767;de;2008-07-01
Küttigen;5024;00;2944;Küttigen;4008;AG;100 %;8.049250552912843;47.414275290504584;de;2008-07-01
Asp;5025;00;2945;Densbüren;4004;AG;100 %;8.050402809509167;47.44308719584548;de;2008-07-01
Densbüren;5026;00;2946;Densbüren;4004;AG;98.63 %;8.055973348219196;47.454714265158835;de;2008-07-01
Densbüren;5026;00;2946;Wölflinswil;4182;AG;1.37 %;8.027028752518023;47.462276269150394;de;2008-07-01
Herznach;5027;00;2947;Herznach-Ueken;4186;AG;100 %;8.051437957890608;47.47314065316782;de;2008-07-01
Ueken;5028;00;2948;Herznach-Ueken;4186;AG;100 %;8.049559759311167;47.48402460277701;de;2008-07-01
Aarau Rohr;5032;00;2949;Aarau;4001;AG;100 %;8.080747035179966;47.40100879870702;de;2010-01-01
Buchs AG;5033;00;2950;Buchs (AG);4003;AG;100 %;8.074717571880685;47.38975402701627;de;2008-07-01
Suhr;5034;00;2952;Suhr;4012;AG;100 %;8.074124131903323;47.37663427143388;de;2008-07-01
Unterentfelden;5035;00;2954;Unterentfelden;4013;AG;100 %;8.043427938757596;47.369414438981266;de;2008-07-01
Oberentfelden;5036;00;2956;Oberentfelden;4010;AG;100 %;8.043731462060618;47.356487671138765;de;2008-07-01
Muhen;5037;00;2959;Muhen;4009;AG;100 %;8.055978141210819;47.33614903491343;de;2008-07-01
Schöftland;5040;00;2960;Schöftland;4144;AG;100 %;8.051278012745481;47.30591597251689;de;2008-07-01
Hirschthal;5042;00;2961;Hirschthal;4007;AG;100 %;8.056278889442316;47.319831111077676;de;2008-07-01
Holziken;5043;00;2962;Holziken;4136;AG;100 %;8.038598089102942;47.321381462970926;de;2008-07-01
Schlossrued;5044;00;2963;Schlossrued;4142;AG;100 %;8.088693400216995;47.29110383824288;de;2008-07-01
Schmiedrued;5046;01;2964;Schmiedrued;4143;AG;92.254 %;8.10424321343159;47.27116361559061;de;2008-07-01
Schmiedrued;5046;01;2964;Gontenschwil;4135;AG;7.746 %;8.121357134314708;47.26599048477111;de;2008-07-01
Walde AG;5046;02;2965;Schmiedrued;4143;AG;98.507 %;8.111766031275671;47.25883296579322;de;2008-07-01
Walde AG;5046;02;2965;Gontenschwil;4135;AG;1.493 %;8.131173492001427;47.247501385401264;de;2008-07-01
Staffelbach;5053;00;2966;Staffelbach;4284;AG;100 %;8.043758670974674;47.28301905410126;de;2008-07-01
Wittwil;5053;02;6126;Staffelbach;4284;AG;100 %;8.037715212015877;47.29102892988384;de;2008-07-01
Kirchleerau;5054;01;2969;Kirchleerau;4275;AG;100 %;8.064785739897603;47.275980880699386;de;2008-07-01
Moosleerau;5054;02;2970;Moosleerau;4277;AG;100 %;8.063713830237765;47.26795432771291;de;2008-07-01
Attelwil;5056;00;2971;Reitnau;4281;AG;100 %;8.042692318472351;47.260015962229645;de;2008-07-01
Reitnau;5057;00;2972;Reitnau;4281;AG;100 %;8.041994229516316;47.25201421772514;de;2008-07-01
Wiliberg;5058;00;5985;Wiliberg;4288;AG;100 %;8.015974661153669;47.26840100129587;de;2008-07-01
Oberhof;5062;00;3024;Oberhof;4173;AG;100 %;8.007205173226716;47.44900982413765;de;2008-07-01
Wölflinswil;5063;00;3023;Wölflinswil;4182;AG;99.098 %;7.99799934460864;47.461277865464055;de;2008-07-01
Wölflinswil;5063;00;3023;Gipf-Oberfrick;4165;AG;0.902 %;7.999945453268235;47.47982351208217;de;2008-07-01
Wittnau;5064;00;3022;Wittnau;4181;AG;100 %;7.976141300288239;47.480844815502856;de;2008-07-01
Frick;5070;00;3018;Frick;4163;AG;100 %;8.020845739287125;47.50692769218318;de;2008-07-01
Oeschgen;5072;00;3020;Oeschgen;4175;AG;100 %;8.017120031246243;47.51952909163283;de;2008-07-01
Gipf-Oberfrick;5073;00;3021;Gipf-Oberfrick;4165;AG;100 %;8.002762519950158;47.497771167551434;de;2008-07-01
Eiken;5074;00;3025;Eiken;4161;AG;100 %;7.9877073373517335;47.534575238252565;de;2008-07-01
Hornussen;5075;00;3017;Böztal;4185;AG;100 %;8.061943039805183;47.50022914059713;de;2008-07-01
Bözen;5076;00;3014;Böztal;4185;AG;100 %;8.084159909845727;47.49577228442541;de;2008-07-01
Elfingen;5077;00;3015;Böztal;4185;AG;100 %;8.09909616738758;47.50695783775323;de;2008-07-01
Effingen;5078;00;3012;Böztal;4185;AG;99.804 %;8.10371540470915;47.488897998518375;de;2008-07-01
Effingen;5078;00;3012;Mönthal;4106;AG;0.196 %;8.120626130486041;47.514163388570616;de;2008-07-01
Zeihen;5079;00;3016;Zeihen;4183;AG;100 %;8.08577956315351;47.47508548062614;de;2008-07-01
Laufenburg;5080;00;2621;Laufenburg;4170;AG;99.239 %;8.060455461011184;47.559193350807696;de;2008-07-01
Laufenburg;5080;00;2621;Kaisten;4169;AG;0.761 %;8.056027189296433;47.55201281274581;de;2008-07-01
Kaisten;5082;00;2622;Kaisten;4169;AG;100 %;8.046184086828799;47.54049848276344;de;2008-07-01
Ittenthal;5083;00;2623;Kaisten;4169;AG;100 %;8.058289075646211;47.51925336656086;de;2008-07-01
Rheinsulz;5084;00;2624;Laufenburg;4170;AG;100 %;8.08946572768;47.55522973186056;de;2008-07-01
Sulz AG;5085;00;2625;Laufenburg;4170;AG;100 %;8.096456695324536;47.535034583632374;de;2008-07-01
Rupperswil;5102;00;2973;Rupperswil;4206;AG;100 %;8.128203915577917;47.401311190326425;de;2008-07-01
Wildegg;5103;00;2974;Möriken-Wildegg;4203;AG;91.52 %;8.164631245347245;47.414634002854164;de;2008-07-01
Wildegg;5103;00;2974;Niederlenz;4204;AG;5.556 %;8.167193929356264;47.412108411543684;de;2008-07-01
Wildegg;5103;00;2974;Rupperswil;4206;AG;2.924 %;8.153156712004987;47.41173727009218;de;2008-07-01
Möriken AG;5103;02;2983;Möriken-Wildegg;4203;AG;100 %;8.183286977827166;47.41545082024823;de;2008-07-01
Auenstein;5105;00;2976;Auenstein;4091;AG;100 %;8.137192627203326;47.41698864902362;de;2008-07-01
Veltheim AG;5106;00;2977;Veltheim (AG);4120;AG;100 %;8.148380836747249;47.43617771738214;de;2008-07-01
Schinznach Dorf;5107;00;2978;Schinznach;4125;AG;99.048 %;8.142147785400956;47.447027088691556;de;2008-07-01
Schinznach Dorf;5107;00;2978;Brugg;4095;AG;0.952 %;8.157664187934937;47.463958132782466;de;2008-07-01
Oberflachs;5108;00;2980;Schinznach;4125;AG;100 %;8.129204789992047;47.441753370668266;de;2008-07-01
Thalheim AG;5112;00;2981;Thalheim (AG);4117;AG;100 %;8.102495564944066;47.437916161156664;de;2008-07-01
Holderbank AG;5113;00;2982;Holderbank (AG);4199;AG;100 %;8.169004502243684;47.42819718181965;de;2008-07-01
Schinznach Bad;5116;00;2984;Brugg;4095;AG;100 %;8.169224586574481;47.45004334869957;de;2008-07-01
Brugg AG;5200;00;2987;Brugg;4095;AG;99.822 %;8.208210292489916;47.485003831453476;de;2008-07-01
Brugg AG;5200;00;2987;Rüfenach;4112;AG;0.178 %;8.231755470866975;47.50501932484004;de;2008-07-01
Windisch;5210;00;2989;Windisch;4123;AG;99.785 %;8.217622015340478;47.477133765995546;de;2008-07-01
Windisch;5210;00;2989;Brugg;4095;AG;0.172 %;8.20771087710251;47.477991531809636;de;2008-07-01
Windisch;5210;00;2989;Hausen (AG);4100;AG;0.043 %;8.208501322898869;47.472103939842945;de;2008-07-01
Hausen AG;5212;00;2993;Hausen (AG);4100;AG;99.743 %;8.212407452718656;47.46157240299708;de;2008-07-01
Hausen AG;5212;00;2993;Lupfig;4104;AG;0.257 %;8.213714910399549;47.452991934025356;de;2008-07-01
Villnachern;5213;00;2994;Brugg;4095;AG;100 %;8.161197502849486;47.47118559729783;de;2008-07-01
Umiken;5222;00;2995;Brugg;4095;AG;100 %;8.19021285815462;47.48276551733852;de;2008-07-01
Riniken;5223;00;2996;Riniken;4111;AG;100 %;8.18726346474807;47.4909784688045;de;2008-07-01
Bözberg;5225;01;9303;Bözberg;4124;AG;99.535 %;8.15820192011866;47.489022025847085;de;2008-07-01
Bözberg;5225;01;9303;Brugg;4095;AG;0.465 %;8.167745223487643;47.47854690476306;de;2008-07-01
Stilli;5233;00;3001;Villigen;4121;AG;100 %;8.23132642433179;47.51809100275444;de;2008-07-01
Villigen;5234;00;3002;Villigen;4121;AG;100 %;8.216726960563827;47.52480074932944;de;2008-07-01
Rüfenach AG;5235;00;3003;Rüfenach;4112;AG;100 %;8.213641377773358;47.50806508107157;de;2008-07-01
Remigen;5236;00;3004;Remigen;4110;AG;99.241 %;8.190002038592903;47.515758005912076;de;2008-07-01
Remigen;5236;00;3004;Bözberg;4124;AG;0.759 %;8.177479859732681;47.50219423057936;de;2008-07-01
Mönthal;5237;00;3005;Mönthal;4106;AG;92.391 %;8.143564975687244;47.51802853658149;de;2008-07-01
Mönthal;5237;00;3005;Bözberg;4124;AG;7.609 %;8.151111043810843;47.50748612739805;de;2008-07-01
Birr;5242;01;3007;Birr;4092;AG;100 %;8.202631536220453;47.434689894499144;de;2008-07-01
Lupfig;5242;02;3008;Lupfig;4104;AG;100 %;8.200358212302575;47.44072220760475;de;2008-07-01
Mülligen;5243;00;3010;Mülligen;4107;AG;100 %;8.239115556101915;47.45693850214394;de;2008-07-01
Birrhard;5244;00;3011;Birrhard;4093;AG;100 %;8.24458633793132;47.434621081739195;de;2008-07-01
Habsburg;5245;00;2985;Habsburg;4099;AG;100 %;8.186851422465995;47.46262187447429;de;2008-07-01
Scherz;5246;00;2986;Lupfig;4104;AG;100 %;8.18486164903077;47.44746110625483;de;2008-07-01
Gansingen;5272;00;2632;Gansingen;4164;AG;100 %;8.135208267249043;47.5419315660631;de;2008-07-01
Oberhofen AG;5273;00;2630;Mettauertal;4184;AG;100 %;8.13162178149878;47.55414904887818;de;2008-07-01
Mettau;5274;00;2629;Mettauertal;4184;AG;100 %;8.127533358551199;47.56467846125695;de;2008-07-01
Etzgen;5275;00;2627;Mettauertal;4184;AG;100 %;8.111044632088102;47.57116096342575;de;2008-07-01
Wil AG;5276;00;2633;Mettauertal;4184;AG;100 %;8.152305996311643;47.56093105545977;de;2008-07-01
Hottwil;5277;00;2634;Mettauertal;4184;AG;100 %;8.161962813886817;47.54800066677722;de;2008-07-01
Turgi;5300;00;3026;Baden;4021;AG;100 %;8.254433019914645;47.4906956765921;de;2008-07-01
Siggenthal Station;5301;00;3027;Untersiggenthal;4044;AG;100 %;8.241958450887042;47.51790085062777;de;2008-07-01
Würenlingen;5303;00;3028;Würenlingen;4047;AG;100 %;8.254281435834457;47.53100939762219;de;2008-07-01
Endingen;5304;00;3029;Endingen;4305;AG;100 %;8.29074371376274;47.53729489456494;de;2008-07-01
Unterendingen;5305;00;3031;Endingen;4305;AG;100 %;8.291001251369222;47.54672801222182;de;2008-07-01
Tegerfelden;5306;00;3032;Tegerfelden;4320;AG;100 %;8.286847774542768;47.56115826884361;de;2008-07-01
Döttingen;5312;00;3033;Döttingen;4304;AG;100 %;8.259642475668851;47.56943085576324;de;2008-07-01
Klingnau;5313;00;3035;Klingnau;4309;AG;100 %;8.251928053347894;47.582041022232055;de;2008-07-01
Kleindöttingen;5314;00;3036;Böttstein;4303;AG;100 %;8.245099092944875;47.57002757538709;de;2008-07-01
Böttstein;5315;00;3037;Böttstein;4303;AG;100 %;8.221978845403811;47.555003921343406;de;2008-07-01
Leuggern;5316;00;3038;Leuggern;4313;AG;100 %;8.21904280510281;47.58396678840228;de;2008-07-01
Hettenschwil;5317;00;3039;Leuggern;4313;AG;100 %;8.198518479194457;47.57473122084074;de;2008-07-01
Mandach;5318;00;3040;Mandach;4105;AG;100 %;8.185625173042514;47.547257018840384;de;2008-07-01
Koblenz;5322;00;3041;Koblenz;4310;AG;98.898 %;8.241732673594026;47.60843765965113;de;2008-07-01
Koblenz;5322;00;3041;Klingnau;4309;AG;1.102 %;8.229278854477496;47.59647117726082;de;2008-07-01
Rietheim;5323;00;4740;Zurzach;4324;AG;100 %;8.27862017120087;47.600504608247434;de;2008-07-01
Full-Reuenthal;5324;00;2637;Full-Reuenthal;4307;AG;100 %;8.204253543223464;47.613916424451496;de;2008-07-01
Leibstadt;5325;00;2636;Leibstadt;4311;AG;100 %;8.173940304487106;47.59084501820234;de;2008-07-01
Schwaderloch;5326;00;2635;Schwaderloch;4176;AG;100 %;8.143864408381724;47.5856622942897;de;2008-07-01
Bad Zurzach;5330;00;4739;Zurzach;4324;AG;100 %;8.293722545605712;47.587056014528116;de;2008-07-01
Rekingen AG;5332;00;4737;Zurzach;4324;AG;100 %;8.319901836764576;47.57119218338959;de;2008-07-01
Baldingen;5333;00;4746;Zurzach;4324;AG;100 %;8.316450038645506;47.555334509174166;de;2008-07-01
Böbikon;5334;00;4747;Zurzach;4324;AG;100 %;8.332560378060183;47.55417706266153;de;2008-07-01
Baden;5400;00;3043;Baden;4021;AG;100 %;8.300145437816491;47.474084586886136;de;2008-07-01
Baden;5404;00;3052;Baden;4021;AG;100 %;8.27849017714927;47.45611977945451;de;2008-07-01
Dättwil AG;5405;02;6237;Baden;4021;AG;99.791 %;8.28422177421488;47.454611928832726;de;2008-07-01
Dättwil AG;5405;02;6237;Fislisbach;4027;AG;0.209 %;8.29501736169132;47.44560092199515;de;2008-07-01
Rütihof;5406;02;6238;Baden;4021;AG;92.108 %;8.267870823440354;47.4375956227575;de;2008-07-01
Rütihof;5406;02;6238;Birmenstorf (AG);4024;AG;7.892 %;8.260491382584982;47.437900131870016;de;2008-07-01
Ennetbaden;5408;00;3045;Ennetbaden;4026;AG;100 %;8.319574406317964;47.480936100848545;de;2008-07-01
Gebenstorf;5412;00;3055;Gebenstorf;4029;AG;100 %;8.241086743210646;47.480373403711546;de;2008-07-01
Vogelsang AG;5412;01;9164;Gebenstorf;4029;AG;100 %;8.240416067325944;47.493977585104815;de;2011-01-01
Birmenstorf AG;5413;00;3056;Birmenstorf (AG);4024;AG;100 %;8.25123113994066;47.46091058619503;de;2008-07-01
Nussbaumen AG;5415;00;3058;Obersiggenthal;4038;AG;100 %;8.292882966495485;47.48859254106502;de;2008-07-01
Hertenstein AG;5415;01;8120;Obersiggenthal;4038;AG;100 %;8.3116022329422;47.48670799523766;de;2008-07-01
Rieden AG;5415;02;8121;Obersiggenthal;4038;AG;100 %;8.303240416584835;47.484126359456546;de;2008-07-01
Kirchdorf AG;5416;00;3059;Obersiggenthal;4038;AG;98.6 %;8.275962221955925;47.496064582576345;de;2008-07-01
Kirchdorf AG;5416;00;3059;Untersiggenthal;4044;AG;1.4 %;8.271039194814442;47.50119989819928;de;2008-07-01
Untersiggenthal;5417;00;3060;Untersiggenthal;4044;AG;100 %;8.257977312243387;47.499386225599736;de;2008-07-01
Ehrendingen;5420;00;3061;Ehrendingen;4049;AG;100 %;8.343851150271846;47.49788338882154;de;2008-07-01
Freienwil;5423;00;3062;Freienwil;4028;AG;100 %;8.326941739255837;47.502610502196774;de;2008-07-01
Schneisingen;5425;00;3066;Schneisingen;4318;AG;100 %;8.363276863758207;47.51898389188263;de;2008-07-01
Lengnau AG;5426;00;3067;Lengnau (AG);4312;AG;100 %;8.32823291659532;47.522667166911155;de;2008-07-01
Wettingen;5430;00;3068;Wettingen;4045;AG;99.904 %;8.325888321390972;47.465723075489564;de;2008-07-01
Wettingen;5430;00;3068;Würenlos;4048;AG;0.096 %;8.339371471954015;47.44653234774676;de;2008-07-01
Neuenhof;5432;00;3073;Neuenhof;4034;AG;100 %;8.326774458761506;47.44887839295468;de;2008-07-01
Würenlos;5436;00;4507;Würenlos;4048;AG;100 %;8.362686144146902;47.44145536843186;de;2008-07-01
Fislisbach;5442;00;3074;Fislisbach;4027;AG;100 %;8.290090444353934;47.43765008363729;de;2008-07-01
Niederrohrdorf;5443;00;3075;Niederrohrdorf;4035;AG;100 %;8.30427388328825;47.424502580986974;de;2008-07-01
Künten;5444;00;3076;Künten;4031;AG;100 %;8.330275611472485;47.3887397942762;de;2008-07-01
Eggenwil;5445;00;3077;Eggenwil;4066;AG;100 %;8.34088747522801;47.36933651720907;de;2008-07-01
Oberrohrdorf;5452;00;3078;Oberrohrdorf;4037;AG;100 %;8.315296588903815;47.421010564606426;de;2008-07-01
Remetschwil;5453;00;3079;Remetschwil;4039;AG;100 %;8.324793849907504;47.409550864125556;de;2008-07-01
Bellikon;5454;00;3080;Bellikon;4022;AG;100 %;8.34607337703259;47.39009197762171;de;2008-07-01
Siglistorf;5462;00;4745;Siglistorf;4319;AG;96.789 %;8.379695016910517;47.54489058568577;de;2008-07-01
Siglistorf;5462;00;4745;Oberweningen;93;ZH;3.211 %;8.401292102137903;47.52640949734449;de;2008-07-01
Wislikofen;5463;00;4744;Zurzach;4324;AG;100 %;8.36640947926472;47.5562136611942;de;2008-07-01
Rümikon AG;5464;00;4742;Zurzach;4324;AG;100 %;8.375238368382414;47.565622701939496;de;2008-07-01
Mellikon;5465;00;4743;Mellikon;4314;AG;100 %;8.350960548839433;47.56725535152361;de;2008-07-01
Kaiserstuhl AG;5466;00;4735;Zurzach;4324;AG;100 %;8.418345617890061;47.56834255088435;de;2008-07-01
Fisibach;5467;00;4736;Fisibach;4306;AG;100 %;8.408442425922246;47.563128119979694;de;2008-07-01
Hunzenschwil;5502;00;3081;Hunzenschwil;4200;AG;100 %;8.124622985634177;47.38555604932417;de;2008-07-01
Schafisheim;5503;00;3082;Schafisheim;4207;AG;100 %;8.14312924543864;47.37788928008218;de;2008-07-01
Othmarsingen;5504;00;3083;Othmarsingen;4205;AG;100 %;8.214915562433292;47.40164299851014;de;2008-07-01
Brunegg;5505;00;3084;Brunegg;4193;AG;100 %;8.21717684401712;47.41859161139515;de;2008-07-01
Mägenwil;5506;00;3085;Mägenwil;4032;AG;99.278 %;8.235817166643884;47.412024484395324;de;2008-07-01
Mägenwil;5506;00;3085;Wohlenschwil;4046;AG;0.722 %;8.24081536911417;47.41836709972772;de;2008-07-01
Mellingen;5507;00;3086;Mellingen;4033;AG;100 %;8.273603128074422;47.4176403075668;de;2008-07-01
Wohlenschwil;5512;00;3088;Wohlenschwil;4046;AG;100 %;8.257909932883244;47.41401078660163;de;2008-07-01
Tägerig;5522;00;3089;Tägerig;4077;AG;98.734 %;8.27896340703022;47.40376767328964;de;2008-07-01
Tägerig;5522;00;3089;Hägglingen;4068;AG;1.266 %;8.274707309355518;47.390891130151026;de;2008-07-01
Niederwil AG;5524;00;3091;Niederwil (AG);4072;AG;100 %;8.295639781549003;47.37718269777859;de;2008-07-01
Nesselnbach;5524;02;3090;Niederwil (AG);4072;AG;100 %;8.291824682024055;47.388679257611855;de;2008-07-01
