Ortschaftsname;PLZ4;Zusatzziffer;ZIP_ID;Gemeindename;BFS-Nr;Kantonskürzel;Adressenanteil;E;N;Sprache;Validity
Soyhières;2805;00;1557;Soyhières;6724;JU;88.5 %;7.3724519080782045;47.392848657368326;fr;2008-07-01
Soyhières;2805;00;1557;Courroux;6709;JU;11.5 %;7.3805629011894744;47.38835597989429;fr;2008-07-01
Mettembert;2806;00;1558;Mettembert;6716;JU;88.889 %;7.3220163742701425;47.3979889787467;fr;2008-07-01
Mettembert;2806;00;1558;Delémont;6711;JU;6.944 %;7.302599083905053;47.39208535635028;fr;2008-07-01
Mettembert;2806;00;1558;Pleigne;6719;JU;4.167 %;7.2967685285339305;47.393121620973545;fr;2008-07-01
Pleigne;2807;00;1559;Pleigne;6719;JU;100 %;7.290781052753219;47.407567745965096;fr;2008-07-01
Lucelle;2807;01;1560;Pleigne;6719;JU;50 %;7.243353683480118;47.41743546689869;fr;2008-07-01
Lucelle;2807;01;1560;La Baroche;6810;JU;50 %;7.242396117403833;47.42194890550256;fr;2008-07-01
Movelier;2812;00;1561;Movelier;6718;JU;100 %;7.315935599550655;47.40968406797384;fr;2008-07-01
Ederswiler;2813;00;1562;Ederswiler;6713;JU;81.818 %;7.334081817224301;47.42574763060697;de;2008-07-01
Ederswiler;2813;00;1562;Pleigne;6719;JU;12.834 %;7.314421720811552;47.43368779569351;de;2008-07-01
Ederswiler;2813;00;1562;Movelier;6718;JU;5.348 %;7.339615568760864;47.4149056198301;de;2008-07-01
Roggenburg;2814;00;1563;Roggenburg;2790;BL;94.872 %;7.34083955942456;47.43366842355741;de;2008-07-01
Roggenburg;2814;00;1563;Ederswiler;6713;JU;2.244 %;7.3571810256796555;47.41804045752255;de;2008-07-01
Roggenburg;2814;00;1563;Kleinlützel;2619;SO;1.923 %;7.380724748309979;47.42165250961575;de;2008-07-01
Roggenburg;2814;00;1563;Pleigne;6719;JU;0.962 %;7.326935396816309;47.439627782314375;de;2008-07-01
Courroux;2822;00;1564;Courroux;6709;JU;100 %;7.376636850399834;47.35968019122097;fr;2008-07-01
Courcelon;2823;00;1565;Courroux;6709;JU;100 %;7.391777312525823;47.362484685268896;fr;2008-07-01
Vicques;2824;00;1566;Val Terbi;6730;JU;99.913 %;7.4124740558201605;47.34985439905842;fr;2008-07-01
Vicques;2824;00;1566;Courchapoix;6706;JU;0.087 %;7.444488858492629;47.357754491346526;fr;2008-07-01
Courchapoix;2825;00;1567;Courchapoix;6706;JU;100 %;7.4543608697565125;47.349334969087955;fr;2008-07-01
Corban;2826;00;1568;Val Terbi;6730;JU;100 %;7.475507788503372;47.347126711709684;fr;2008-07-01
Mervelier;2827;00;1570;Mervelier;6715;JU;100 %;7.500092194927226;47.34368959306691;fr;2008-07-01
Schelten;2827;02;5756;Schelten;708;BE;75.758 %;7.551597614631551;47.33250705699719;de;2008-07-01
Schelten;2827;02;5756;Beinwil (SO);2612;SO;24.242 %;7.562591314948775;47.343738816366084;de;2008-07-01
Montsevelier;2828;00;1571;Val Terbi;6730;JU;100 %;7.506505207775696;47.36082923176124;fr;2008-07-01
Vermes;2829;00;1572;Val Terbi;6730;JU;100 %;7.477464062402124;47.32524279869152;fr;2008-07-01
Courrendlin;2830;00;1549;Courrendlin;6708;JU;98.711 %;7.373009926578229;47.33851449262197;fr;2008-07-01
Courrendlin;2830;00;1549;Courroux;6709;JU;1.289 %;7.395076319085753;47.343229165896744;fr;2008-07-01
Vellerat;2830;02;5757;Courrendlin;6708;JU;100 %;7.370030899072417;47.3197054759756;fr;2008-07-01
Rebeuvelier;2832;00;1547;Courrendlin;6708;JU;98.993 %;7.415965536459185;47.32543548136803;fr;2008-07-01
Rebeuvelier;2832;00;1547;Val Terbi;6730;JU;1.007 %;7.432963334917016;47.33065445373707;fr;2008-07-01
Rossemaison;2842;00;1573;Rossemaison;6721;JU;100 %;7.345104143300659;47.346149202105046;fr;2008-07-01
Châtillon JU;2843;00;1574;Châtillon (JU);6704;JU;100 %;7.344116942910289;47.328411498652535;fr;2008-07-01
Courtételle;2852;00;1575;Courtételle;6710;JU;99.787 %;7.317736250317439;47.34078988638925;fr;2008-07-01
Courtételle;2852;00;1575;Delémont;6711;JU;0.213 %;7.32838586982973;47.35457098216585;fr;2008-07-01
Courfaivre;2853;00;1576;Haute-Sorne;6729;JU;99.829 %;7.2829547607043885;47.33426295103725;fr;2008-07-01
Courfaivre;2853;00;1576;Courtételle;6710;JU;0.171 %;7.301802341591541;47.331462772415904;fr;2008-07-01
Bassecourt;2854;00;1577;Haute-Sorne;6729;JU;100 %;7.242840161295613;47.337700309703784;fr;2008-07-01
Glovelier;2855;00;1578;Haute-Sorne;6729;JU;100 %;7.203212568282595;47.33457679811288;fr;2008-07-01
Boécourt;2856;00;1579;Boécourt;6702;JU;100 %;7.214141320686489;47.35016795731247;fr;2008-07-01
Montavon;2857;00;1580;Boécourt;6702;JU;100 %;7.231826171771034;47.36963791184362;fr;2008-07-01
Undervelier;2863;00;1582;Haute-Sorne;6729;JU;100 %;7.224403659719276;47.30291287867952;fr;2008-07-01
Soulce;2864;00;1583;Haute-Sorne;6729;JU;100 %;7.270058827841352;47.30392449846631;fr;2008-07-01
Saulcy;2873;00;1584;Saulcy;6722;JU;98.361 %;7.156228037653775;47.30265749842881;fr;2008-07-01
Saulcy;2873;00;1584;Saint-Brais;6758;JU;1.639 %;7.12465655013694;47.297403702193506;fr;2008-07-01
St-Ursanne;2882;00;1590;Clos du Doubs;6808;JU;98.976 %;7.1562815186634;47.364773142050836;fr;2008-07-01
St-Ursanne;2882;00;1590;Saint-Brais;6758;JU;1.024 %;7.109521055285763;47.320396293568315;fr;2008-07-01
Montmelon;2883;00;1592;Clos du Doubs;6808;JU;91.018 %;7.172734168843222;47.35204937295718;fr;2008-07-01
Montmelon;2883;00;1592;Saint-Brais;6758;JU;5.389 %;7.1408990093476845;47.334027494792274;fr;2008-07-01
Montmelon;2883;00;1592;Boécourt;6702;JU;3.593 %;7.1937199605114355;47.35026115628958;fr;2008-07-01
Montenol;2884;00;1593;Clos du Doubs;6808;JU;100 %;7.148426660714487;47.351082152882675;fr;2008-07-01
Epauvillers;2885;00;1594;Clos du Doubs;6808;JU;100 %;7.114971653431656;47.335441512357065;fr;2008-07-01
Epiquerez;2886;00;1595;Clos du Doubs;6808;JU;96.183 %;7.065503009303353;47.32761937421523;fr;2008-07-01
Epiquerez;2886;00;1595;Saint-Brais;6758;JU;3.817 %;7.104858534672187;47.319330496578296;fr;2008-07-01
Soubey;2887;00;1597;Soubey;6759;JU;100 %;7.046220749457108;47.30891855918148;fr;2008-07-01
Seleute;2888;00;1598;Clos du Doubs;6808;JU;100 %;7.113099720950418;47.366718752898485;fr;2008-07-01
Ocourt;2889;00;1600;Clos du Doubs;6808;JU;100 %;7.07265584517985;47.353195586918375;fr;2008-07-01
Porrentruy;2900;00;1602;Porrentruy;6800;JU;99.905 %;7.074079366219437;47.41579164133727;fr;2008-07-01
Porrentruy;2900;00;1602;Courtedoux;6785;JU;0.063 %;7.050225454949672;47.40884207474677;fr;2008-07-01
Porrentruy;2900;00;1602;Fontenais;6790;JU;0.032 %;7.076529406493266;47.40680985823225;fr;2008-07-01
Fontenais;2902;00;1607;Fontenais;6790;JU;100 %;7.081107124287414;47.40328466836599;fr;2008-07-01
Villars-sur-Fontenais;2903;00;1608;Fontenais;6790;JU;100 %;7.079613899373065;47.3870543115433;fr;2008-07-01
Bressaucourt;2904;00;1609;Fontenais;6790;JU;100 %;7.036802074741615;47.38808213928054;fr;2008-07-01
Courtedoux;2905;00;1610;Courtedoux;6785;JU;100 %;7.040680264011014;47.407838116869684;fr;2008-07-01
Chevenez;2906;00;1611;Haute-Ajoie;6809;JU;100 %;6.999785570543979;47.39279501062475;fr;2008-07-01
Rocourt;2907;00;1612;Haute-Ajoie;6809;JU;100 %;6.957447851488636;47.39049429994336;fr;2008-07-01
Grandfontaine;2908;00;1613;Grandfontaine;6792;JU;100 %;6.937451935267355;47.39290950238454;fr;2008-07-01
Réclère;2912;02;5978;Haute-Ajoie;6809;JU;100 %;6.923154513968042;47.37573903480573;fr;2008-07-01
Roche-d'Or;2912;03;1615;Haute-Ajoie;6809;JU;100 %;6.957657355021937;47.365886446270366;fr;2008-07-01
Damvant;2914;00;1616;Haute-Ajoie;6809;JU;100 %;6.89655169470894;47.37197417064649;fr;2008-07-01
Bure;2915;00;1617;Bure;6778;JU;96.987 %;7.007004262495615;47.441697180001;fr;2008-07-01
Bure;2915;00;1617;Basse-Allaine;6807;JU;3.013 %;7.017158324113032;47.458535862989315;fr;2008-07-01
Fahy;2916;00;1618;Fahy;6789;JU;100 %;6.949321606847474;47.418603400902484;fr;2008-07-01
Courchavon;2922;00;1620;Courchavon;6783;JU;100 %;7.052637959860403;47.43966441240824;fr;2008-07-01
Courtemaîche;2923;00;1621;Basse-Allaine;6807;JU;100 %;7.047678030913159;47.45790584391017;fr;2008-07-01
Montignez;2924;00;1622;Basse-Allaine;6807;JU;100 %;7.058773310539969;47.48631926774691;fr;2008-07-01
Buix;2925;00;1624;Basse-Allaine;6807;JU;100 %;7.03018128881533;47.48092408610135;fr;2008-07-01
Boncourt;2926;00;1625;Boncourt;6774;JU;100 %;7.012663399991895;47.49477456184168;fr;2008-07-01
Coeuve;2932;00;1626;Coeuve;6781;JU;100 %;7.099001176912218;47.45149375447755;fr;2008-07-01
Damphreux;2933;02;5890;Damphreux-Lugnez;6811;JU;100 %;7.103828122059428;47.47663735398503;fr;2008-07-01
Lugnez;2933;03;6054;Damphreux-Lugnez;6811;JU;100 %;7.098584165196238;47.48343949192825;fr;2008-07-01
Beurnevésin;2935;00;1629;Basse-Vendline;6812;JU;100 %;7.137752287616903;47.49250637043376;fr;2008-07-01
Alle;2942;00;1630;Alle;6771;JU;100 %;7.128973558549598;47.42563906186732;fr;2008-07-01
Vendlincourt;2943;00;1631;Vendlincourt;6806;JU;100 %;7.150314229350863;47.451948362457415;fr;2008-07-01
Bonfol;2944;00;1632;Basse-Vendline;6812;JU;100 %;7.151580301425441;47.47770152463664;fr;2008-07-01
Miécourt;2946;00;1633;La Baroche;6810;JU;100 %;7.1752291307559295;47.428038687153574;fr;2008-07-01
Charmoille;2947;00;1634;La Baroche;6810;JU;100 %;7.207180281325466;47.42290875770207;fr;2008-07-01
Courgenay;2950;00;1601;Courgenay;6784;JU;100 %;7.122907992383586;47.40484594771768;fr;2008-07-01
Courtemautruy;2950;02;7446;Courgenay;6784;JU;100 %;7.138639062448902;47.39450864403287;fr;2008-07-01
Cornol;2952;00;1635;Cornol;6782;JU;100 %;7.162918513249996;47.407206288271006;fr;2008-07-01
Fregiécourt;2953;02;5891;La Baroche;6810;JU;100 %;7.1975677464100425;47.41221292419108;fr;2008-07-01
Pleujouse;2953;03;6055;La Baroche;6810;JU;100 %;7.210621427720229;47.41164592354744;fr;2008-07-01
Asuel;2954;00;1638;La Baroche;6810;JU;100 %;7.20515136203419;47.39913299184148;fr;2008-07-01
Bern;3004;00;1713;Bern;351;BE;100 %;7.445886016534759;46.972014327222496;de;2008-07-01
Bern;3005;00;1714;Bern;351;BE;100 %;7.4494940860873315;46.94075588085664;de;2008-07-01
Bern;3006;00;1715;Bern;351;BE;100 %;7.4683815585974225;46.9432983251118;de;2008-07-01
Bern;3007;00;1716;Bern;351;BE;99.516 %;7.431540639370741;46.93957765769801;de;2008-07-01
Bern;3007;00;1716;Köniz;355;BE;0.484 %;7.434627526583785;46.93350607706284;de;2008-07-01
Bern;3008;00;1717;Bern;351;BE;100 %;7.417854603100085;46.94237338128092;de;2008-07-01
Bern;3010;00;1718;Bern;351;BE;100 %;7.424104857438346;46.947663563395615;de;2008-07-01
Bern;3011;00;1719;Bern;351;BE;100 %;7.448484024956623;46.94815000323967;de;2008-07-01
Bern;3012;00;1720;Bern;351;BE;100 %;7.431682900958321;46.95456363349129;de;2008-07-01
Bern;3013;00;1721;Bern;351;BE;100 %;7.450639655455189;46.9550671015261;de;2008-07-01
Bern;3014;00;1722;Bern;351;BE;100 %;7.453886356126405;46.961966029474745;de;2008-07-01
Bern;3015;00;1723;Bern;351;BE;100 %;7.480278054897;46.93920190379399;de;2008-07-01
Bern;3018;00;1724;Bern;351;BE;100 %;7.390642497992489;46.94070087219568;de;2008-07-01
Bern;3019;00;1725;Bern;351;BE;100 %;7.350685762854031;46.935405630532856;de;2008-07-01
Bern;3020;00;1726;Bern;351;BE;84.921 %;7.337161981959364;46.94098934204767;de;2008-07-01
Bern;3020;00;1726;Frauenkappelen;663;BE;15.079 %;7.333288904613521;46.946940627402554;de;2008-07-01
Bern;3027;00;1727;Bern;351;BE;100 %;7.3873776662433555;46.94862418629566;de;2008-07-01
Hinterkappelen;3032;00;1742;Wohlen bei Bern;360;BE;88.528 %;7.379198740205505;46.96797775422382;de;2008-07-01
Hinterkappelen;3032;00;1742;Bern;351;BE;11.472 %;7.384237606711171;46.96201651472033;de;2008-07-01
Wohlen b. Bern;3033;00;1743;Wohlen bei Bern;360;BE;97.268 %;7.357705143826535;46.97405411796196;de;2008-07-01
Wohlen b. Bern;3033;00;1743;Frauenkappelen;663;BE;2.732 %;7.357077545248617;46.96342140276687;de;2008-07-01
Murzelen;3034;00;1744;Wohlen bei Bern;360;BE;100 %;7.315732522598614;46.97881983096577;de;2008-07-01
Frieswil;3035;00;1745;Seedorf (BE);312;BE;73.034 %;7.2857193628959935;46.995307504463966;de;2008-07-01
Frieswil;3035;00;1745;Wohlen bei Bern;360;BE;26.966 %;7.297551312441006;46.99046541718487;de;2008-07-01
Detligen;3036;00;1746;Radelfingen;309;BE;93.058 %;7.269445954138398;46.99864867197116;de;2008-07-01
Detligen;3036;00;1746;Wohlen bei Bern;360;BE;6.942 %;7.2870529558748345;46.97479138895419;de;2008-07-01
Herrenschwanden;3037;00;1747;Kirchlindach;354;BE;94.11 %;7.417157995099851;46.97503467084788;de;2008-07-01
Herrenschwanden;3037;00;1747;Bern;351;BE;4.188 %;7.429183418935982;46.97240981449374;de;2008-07-01
Herrenschwanden;3037;00;1747;Wohlen bei Bern;360;BE;1.702 %;7.408625464740388;46.97024666309774;de;2008-07-01
Kirchlindach;3038;00;1748;Kirchlindach;354;BE;100 %;7.417305067039213;47.000643782931284;de;2008-07-01
Ortschwaben;3042;00;1750;Meikirch;307;BE;95.467 %;7.39880978507173;46.99496278944255;de;2008-07-01
Ortschwaben;3042;00;1750;Kirchlindach;354;BE;2.133 %;7.408936853539678;46.98799473819379;de;2008-07-01
Ortschwaben;3042;00;1750;Wohlen bei Bern;360;BE;2.4 %;7.388028769772102;46.995570112986236;de;2008-07-01
Uettligen;3043;00;1751;Wohlen bei Bern;360;BE;100 %;7.382516240551736;46.986905211119456;de;2008-07-01
Innerberg;3044;02;5633;Wohlen bei Bern;360;BE;100 %;7.309371588610992;46.99496802242905;de;2008-07-01
Meikirch;3045;00;1753;Meikirch;307;BE;94.841 %;7.36633037415522;47.00945571130433;de;2008-07-01
Meikirch;3045;00;1753;Wohlen bei Bern;360;BE;5.159 %;7.3812139200569025;46.99988449101786;de;2008-07-01
Wahlendorf;3046;00;1754;Meikirch;307;BE;100 %;7.337274546096708;47.00598834153342;de;2008-07-01
Bremgarten b. Bern;3047;00;1755;Bremgarten bei Bern;353;BE;100 %;7.434899551172758;46.97643101569344;de;2008-07-01
Worblaufen;3048;00;1756;Ittigen;362;BE;81.734 %;7.462749656515665;46.97994586405656;de;2008-07-01
Worblaufen;3048;00;1756;Bern;351;BE;18.266 %;7.468580987211019;46.97209178634765;de;2008-07-01
Säriswil;3049;00;1752;Wohlen bei Bern;360;BE;100 %;7.337259947412076;46.992963424561786;de;2008-07-01
Zollikofen;3052;00;1757;Zollikofen;361;BE;94.09 %;7.451765775686987;46.996786406019666;de;2008-07-01
Zollikofen;3052;00;1757;Münchenbuchsee;546;BE;5.91 %;7.462786203505709;47.0036749443224;de;2008-07-01
Münchenbuchsee;3053;00;1761;Münchenbuchsee;546;BE;98.849 %;7.447588534209605;47.02093855230771;de;2008-07-01
Münchenbuchsee;3053;00;1761;Schüpfen;311;BE;0.883 %;7.423935568388778;47.03275725191874;de;2008-07-01
Münchenbuchsee;3053;00;1761;Moosseedorf;544;BE;0.269 %;7.462423290565638;47.01602525441296;de;2008-07-01
Deisswil b. Münchenbuchsee;3053;02;5908;Deisswil bei Münchenbuchsee;535;BE;100 %;7.456524025150921;47.03500582650166;de;2008-07-01
Diemerswil;3053;03;5909;Münchenbuchsee;546;BE;100 %;7.426017864128289;47.01842840813362;de;2008-07-01
Wiggiswil;3053;04;5913;Wiggiswil;553;BE;100 %;7.468862481012212;47.03039788258381;de;2008-07-01
Lätti;3053;05;8347;Rapperswil (BE);310;BE;100 %;7.43238097526768;47.038946672730745;de;2008-07-01
Schüpfen;3054;00;1762;Schüpfen;311;BE;100 %;7.375892240982606;47.04140284397102;de;2008-07-01
Ittigen;3063;00;1763;Ittigen;362;BE;99.01 %;7.482185998315433;46.97688194108919;de;2008-07-01
Ittigen;3063;00;1763;Ostermundigen;363;BE;0.644 %;7.486398190489788;46.9693963426629;de;2008-07-01
Ittigen;3063;00;1763;Bern;351;BE;0.347 %;7.471824787514445;46.96860979954878;de;2008-07-01
Bolligen;3065;00;1764;Bolligen;352;BE;98.913 %;7.498337348439331;46.976236141233976;de;2008-07-01
Bolligen;3065;00;1764;Ostermundigen;363;BE;1.087 %;7.492896769060487;46.96661651375405;de;2008-07-01
Stettlen;3066;00;1767;Stettlen;358;BE;85.069 %;7.526276793660567;46.9593165162996;de;2008-07-01
Stettlen;3066;00;1767;Bolligen;352;BE;12.098 %;7.533097778310416;46.968171379554754;de;2008-07-01
Stettlen;3066;00;1767;Ostermundigen;363;BE;2.757 %;7.51171956436709;46.959191684255885;de;2008-07-01
Stettlen;3066;00;1767;Vechigen;359;BE;0.077 %;7.549154964416189;46.974471737248805;de;2008-07-01
Boll;3067;00;1768;Vechigen;359;BE;99.761 %;7.546396594800057;46.95537762287351;de;2008-07-01
Boll;3067;00;1768;Stettlen;358;BE;0.239 %;7.534151411939831;46.96208079411297;de;2008-07-01
Utzigen;3068;00;1769;Vechigen;359;BE;99.255 %;7.568465969750425;46.960392205985585;de;2008-07-01
Utzigen;3068;00;1769;Worb;627;BE;0.414 %;7.591690891132765;46.9497763828914;de;2008-07-01
Utzigen;3068;00;1769;Walkringen;626;BE;0.331 %;7.607168966034752;46.95949656044552;de;2008-07-01
Ostermundigen;3072;00;1770;Ostermundigen;363;BE;98.695 %;7.490117162416309;46.95563217502076;de;2008-07-01
Ostermundigen;3072;00;1770;Bern;351;BE;1.305 %;7.483057905750109;46.966222372706866;de;2008-07-01
Gümligen;3073;00;1774;Muri bei Bern;356;BE;99.059 %;7.505342831190045;46.93386509223904;de;2008-07-01
Gümligen;3073;00;1774;Bern;351;BE;0.582 %;7.4925707050558055;46.93916089286922;de;2008-07-01
Gümligen;3073;00;1774;Ostermundigen;363;BE;0.314 %;7.509448033645151;46.9501439523525;de;2008-07-01
Gümligen;3073;00;1774;Allmendingen;630;BE;0.045 %;7.515405755351798;46.92731035753579;de;2008-07-01
Muri b. Bern;3074;00;1775;Muri bei Bern;356;BE;100 %;7.4870328840267;46.92926860326051;de;2008-07-01
Rüfenacht BE;3075;00;1776;Worb;627;BE;100 %;7.535290426419473;46.93032684251676;de;2008-07-01
Vielbringen b. Worb;3075;02;9267;Worb;627;BE;100 %;7.547434858643312;46.91635545722952;de;2012-05-01
Worb;3076;00;1777;Worb;627;BE;95.706 %;7.567761094458532;46.92930560966606;de;2008-07-01
Worb;3076;00;1777;Vechigen;359;BE;3.551 %;7.53800243107669;46.94131667962532;de;2008-07-01
Worb;3076;00;1777;Muri bei Bern;356;BE;0.619 %;7.518093676767167;46.94268134341354;de;2008-07-01
Worb;3076;00;1777;Stettlen;358;BE;0.124 %;7.522481826926134;46.94356877355055;de;2008-07-01
Enggistein;3077;00;1781;Worb;627;BE;100 %;7.597485304979081;46.93242578239231;de;2008-07-01
Richigen;3078;00;1782;Worb;627;BE;100 %;7.582227772401683;46.91810742428253;de;2008-07-01
Schlosswil;3082;00;1783;Grosshöchstetten;608;BE;75.556 %;7.615141764184848;46.910649572928314;de;2008-07-01
Schlosswil;3082;00;1783;Worb;627;BE;24.444 %;7.6105582251499495;46.91812257105572;de;2008-07-01
Trimstein;3083;00;1784;Münsingen;616;BE;100 %;7.578961051300161;46.90376403156398;de;2008-07-01
Wabern;3084;00;1785;Köniz;355;BE;96.825 %;7.454954208225075;46.928692718910945;de;2008-07-01
Wabern;3084;00;1785;Bern;351;BE;3.175 %;7.447535860363147;46.93184179607012;de;2008-07-01
Zimmerwald;3086;00;1788;Wald (BE);888;BE;91.911 %;7.473372158365406;46.880042491816916;de;2008-07-01
Zimmerwald;3086;00;1788;Belp;861;BE;5.997 %;7.484144419630525;46.88216168625176;de;2008-07-01
Zimmerwald;3086;00;1788;Niedermuhlern;877;BE;1.116 %;7.46881383930312;46.86880863748183;de;2008-07-01
Zimmerwald;3086;00;1788;Oberbalm;357;BE;0.976 %;7.439945541918116;46.878419338727234;de;2008-07-01
Englisberg;3086;02;5927;Wald (BE);888;BE;100 %;7.464472278541163;46.89680295431294;de;2008-07-01
Niedermuhlern;3087;00;1790;Niedermuhlern;877;BE;83.367 %;7.461989100544262;46.85823170712462;de;2008-07-01
Niedermuhlern;3087;00;1790;Wald (BE);888;BE;13.793 %;7.445493272295865;46.86624856338139;de;2008-07-01
Niedermuhlern;3087;00;1790;Rüeggisberg;880;BE;2.84 %;7.434438553964411;46.8499311155578;de;2008-07-01
Rüeggisberg;3088;00;1792;Rüeggisberg;880;BE;100 %;7.4387133167829855;46.82263038924163;de;2008-07-01
Oberbütschel;3088;02;1786;Rüeggisberg;880;BE;100 %;7.45582024261012;46.83988230142874;de;2008-07-01
Hinterfultigen;3089;00;1793;Rüeggisberg;880;BE;100 %;7.407855386664498;46.83842180695453;de;2008-07-01
Spiegel b. Bern;3095;00;1728;Köniz;355;BE;100 %;7.434208088826766;46.925707215837456;de;2008-07-01
Oberbalm;3096;00;1794;Oberbalm;357;BE;99.706 %;7.405425721648536;46.866270599247045;de;2008-07-01
Oberbalm;3096;00;1794;Wald (BE);888;BE;0.294 %;7.4364301786084495;46.872302503609625;de;2008-07-01
Liebefeld;3097;00;1795;Köniz;355;BE;99.566 %;7.417701907030454;46.930319791548065;de;2008-07-01
Liebefeld;3097;00;1795;Bern;351;BE;0.434 %;7.424029946503957;46.9341977578845;de;2008-07-01
Köniz;3098;00;1796;Köniz;355;BE;100 %;7.414580253419697;46.92272719529295;de;2008-07-01
Schliern b. Köniz;3098;01;1797;Köniz;355;BE;100 %;7.414940353568791;46.91049376827566;de;2008-07-01
Rüti b. Riggisberg;3099;00;1798;Riggisberg;879;BE;95.612 %;7.4592867412000485;46.78394858288944;de;2008-07-01
Rüti b. Riggisberg;3099;00;1798;Rüeggisberg;880;BE;3.695 %;7.449545950608864;46.72481390556146;de;2008-07-01
Rüti b. Riggisberg;3099;00;1798;Rüschegg;853;BE;0.693 %;7.439656728140184;46.72942001437601;de;2008-07-01
Münsingen;3110;00;1799;Münsingen;616;BE;100 %;7.559417496595653;46.873858895468736;de;2008-07-01
Tägertschi;3111;00;2055;Münsingen;616;BE;100 %;7.584216104611398;46.87644784505916;de;2008-07-01
Allmendingen b. Bern;3112;00;1800;Allmendingen;630;BE;96.561 %;7.521099660965792;46.91559466485007;de;2008-07-01
Allmendingen b. Bern;3112;00;1800;Rubigen;623;BE;3.439 %;7.533125489106123;46.90867712312084;de;2008-07-01
Rubigen;3113;00;5491;Rubigen;623;BE;98.887 %;7.543710622515513;46.89810755340779;de;2008-07-01
Rubigen;3113;00;5491;Worb;627;BE;1.113 %;7.55885922442192;46.911936451702516;de;2008-07-01
Wichtrach;3114;00;1803;Wichtrach;632;BE;99.503 %;7.573930112714263;46.84432912479759;de;2008-07-01
Wichtrach;3114;00;1803;Kiesen;611;BE;0.497 %;7.578134299963309;46.827448830013765;de;2008-07-01
Gerzensee;3115;00;1804;Gerzensee;866;BE;96.224 %;7.543926731101324;46.840438496332744;de;2008-07-01
Gerzensee;3115;00;1804;Belp;861;BE;2.238 %;7.540395179649112;46.865646553761906;de;2008-07-01
Gerzensee;3115;00;1804;Kirchdorf (BE);872;BE;1.538 %;7.528919390103539;46.83422063684935;de;2008-07-01
Kirchdorf BE;3116;00;1807;Kirchdorf (BE);872;BE;100 %;7.547739698520033;46.819988519150684;de;2008-07-01
Mühledorf BE;3116;02;5931;Kirchdorf (BE);872;BE;100 %;7.537783241715585;46.828642051024815;de;2008-07-01
Noflen BE;3116;03;5932;Kirchdorf (BE);872;BE;100 %;7.545091383509611;46.80596721290329;de;2008-07-01
Kehrsatz;3122;00;1813;Kehrsatz;870;BE;98.789 %;7.468876563360468;46.911716023475144;de;2008-07-01
Kehrsatz;3122;00;1813;Belp;861;BE;1.211 %;7.479826674612493;46.897680117304645;de;2008-07-01
Belp;3123;00;1814;Belp;861;BE;99.696 %;7.501814282801566;46.89193129281836;de;2008-07-01
Belp;3123;00;1814;Kehrsatz;870;BE;0.182 %;7.481641987155179;46.903211542257445;de;2008-07-01
Belp;3123;00;1814;Toffen;884;BE;0.121 %;7.494069520537063;46.87604959262622;de;2008-07-01
Belpberg;3124;00;1815;Belp;861;BE;100 %;7.525289274100287;46.867448942471285;de;2008-07-01
Toffen;3125;00;1816;Toffen;884;BE;92.321 %;7.492807604238155;46.86016449662924;de;2008-07-01
Toffen;3125;00;1816;Belp;861;BE;6.655 %;7.505502098791558;46.86034678173661;de;2008-07-01
Toffen;3125;00;1816;Kirchdorf (BE);872;BE;1.024 %;7.506065577012608;46.85566145979781;de;2008-07-01
Kaufdorf;3126;00;1817;Kaufdorf;869;BE;100 %;7.498042373736823;46.838168381349334;de;2008-07-01
Gelterfingen;3126;02;1862;Kirchdorf (BE);872;BE;100 %;7.518823325384524;46.84080948207737;de;2008-07-01
Mühlethurnen;3127;00;1819;Thurnen;889;BE;100 %;7.510097516219572;46.81455777820496;de;2008-07-01
Lohnstorf;3127;02;5930;Thurnen;889;BE;100 %;7.509460056859889;46.80799155105861;de;2008-07-01
Kirchenthurnen;3128;00;1822;Thurnen;889;BE;100 %;7.502639249630008;46.82337759124781;de;2008-07-01
Rümligen;3128;02;5933;Riggisberg;879;BE;100 %;7.495149026064007;46.82900357390152;de;2008-07-01
Riggisberg;3132;00;1823;Riggisberg;879;BE;99.387 %;7.477586567122974;46.810462343523426;de;2008-07-01
Riggisberg;3132;00;1823;Rüeggisberg;880;BE;0.613 %;7.475779875011576;46.82086758367296;de;2008-07-01
Gasel;3144;00;1831;Köniz;355;BE;100 %;7.40128501860821;46.89781571446688;de;2008-07-01
Niederscherli;3145;00;1832;Köniz;355;BE;99.774 %;7.391061542012005;46.883923148727106;de;2008-07-01
Niederscherli;3145;00;1832;Oberbalm;357;BE;0.226 %;7.387651913211511;46.882374464036026;de;2008-07-01
Mittelhäusern;3147;00;1833;Köniz;355;BE;98.101 %;7.367852222632395;46.8745018813381;de;2008-07-01
Mittelhäusern;3147;00;1833;Oberbalm;357;BE;1.899 %;7.387101359244977;46.85502852001394;de;2008-07-01
Lanzenhäusern;3148;00;1834;Schwarzenburg;855;BE;100 %;7.357653711106916;46.84418983203392;de;2008-07-01
Schwarzenburg;3150;00;1835;Schwarzenburg;855;BE;99.697 %;7.342218688443369;46.81771341026382;de;2008-07-01
Schwarzenburg;3150;00;1835;Guggisberg;852;BE;0.303 %;7.346108503397139;46.79619972026568;de;2008-07-01
Mamishaus;3152;00;1836;Schwarzenburg;855;BE;99.708 %;7.376381489081269;46.8161992176108;de;2008-07-01
